#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-29T20:44:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5de1812c99bd 
#INFO -out.max=unlimited 
#INFO queryParameters=14 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5de1812c99bd&-out.max=unlimited&-out.form=ascii table&-order=I&-oc.form=sexa&-out.src=V/50/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=HR&-out=GLON&-out=GLAT&-out=Vmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/50/catalog
#-source=V/50/catalog
#-out=HR
#-out=GLON
#-out=GLAT
#-out=Vmag
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys J2000_2000.000: eq_FK5 J2000    
#Table V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#---Details of Columns:
    HR         (I4)    [1/9110]+ Harvard Revised Number = Bright Star Number [ucd=meta.id;meta.main]
    GLON (deg) (F6.2)  ?Galactic longitude (1) [ucd=pos.galactic.lon]
    GLAT (deg) (F6.2)  ?Galactic latitude (1) [ucd=pos.galactic.lat]
    Vmag (mag) (F5.2)  ?Visual magnitude (1) [ucd=phot.mag;em.opt.V]
---- ------ ------ -----
4628 293.36  27.40  6.17
4629 276.30  66.52  5.72
4630 290.59  39.26  3.00
4631 294.09  24.30  6.06
4632 258.30  76.00  6.39
4633 209.63  80.96  6.01
4634 298.10   1.22  6.08
4635 291.12  38.34  5.46
4636 295.54  16.87  6.61
4637 296.61  11.02  6.23
4638 296.78  10.03  3.96
4639 124.71  35.28  6.00
4640 218.78  81.06  5.66
4641 133.49  59.25  6.43
4642 201.47  81.17  6.49
4643 247.11  78.87  5.57
4644 298.51  -0.42  5.92
4645 299.64  -7.53  6.17
4646 125.64  39.31  5.14
4647 293.97  28.08  6.50
4648 294.89  23.35  5.76
4649 301.01 -15.84  6.35
4650 273.17  70.90  5.85
4651 294.00  28.42  6.33
4652 296.13  16.65  5.31
4653 298.93  -1.83  6.22
4654 134.94  62.83  6.16
4655 291.58  41.22  5.83
4656 298.23   3.79  2.80
4657 288.49  51.55  6.11
4658 295.81  20.46  6.26
4659 127.39  46.61  5.71
4660 132.57  59.42  3.31
4661 292.42  38.79  6.54
4662 290.99  44.50  2.59
4663 267.16  75.25  5.10
4664 300.28  -9.92  6.22
4665 126.66  44.32  6.29
4666 148.99  74.63  5.66
4667 232.90  81.47  4.95
4668 172.65  80.40  5.00
4669 299.41  -3.06  6.06
4670 291.17  45.39  6.05
4671 299.75  -5.30  4.11
4672 134.24  63.19  5.81
4673 197.38  82.30  5.70
4674 301.34 -16.54  4.26
4675 295.36  26.28  6.15
4676 268.05  75.68  6.34
4677 287.17  57.89  6.99
4678 287.17  57.90  6.54
4679 299.33  -1.36  4.04
4680 187.60  82.14  6.23
4681 285.85  60.99  5.90
4682 298.27   7.43  5.00
4683 123.56  30.65  6.33
4684 219.89  82.67  6.48
4685 240.56  81.66  6.27
4686 123.35  29.40  6.28
4687 125.72  41.79  5.38
4688 202.80  82.85  6.33
4689 286.40  61.19  3.89
4690 136.46  67.31  5.29
4691 293.46  40.12  5.97
4692 299.77  -3.16  6.21
4693 215.35  83.05  5.54
4694 220.37  82.95  6.15
4695 284.27  65.05  4.96
4696 293.58  40.09  5.21
4697 264.15  78.28  4.74
4698 211.78  83.16  7.13
4699 291.67  48.64  5.14
4700 299.23   2.25  3.59
4701 130.79  58.79  5.55
4702 298.83   6.26  5.92
4703 300.13  -4.81  5.15
4704 300.22  -5.59  5.74
4705 231.00  83.02  6.19
4706 299.10   4.98  5.39
4707 222.50  83.40  4.81
4708 284.15  67.12  6.40
4709 302.46 -23.30  6.33
4710 300.26  -4.91  6.36
4711 294.89  37.59  5.68
4712 296.56  27.11  5.32
4713 297.08  23.25  6.40
4714 297.06  23.64  5.79
4715 141.22  73.59  6.06
4716 133.05  65.02  4.80
4717 221.04  83.85  5.18
4718 297.57  21.21  6.25
4719 225.75  83.76  6.42
4720 300.25  -3.03  6.30
4721 297.78  20.09  6.11
4722 292.75  50.74  5.95
4723 295.89  34.77  6.09
4724 296.93  27.38  5.73
4725 239.94  83.28  6.03
4726 130.16  59.98  5.81
4727 127.76  53.08  6.32
4728 145.50  76.97  5.02
4729 300.12  -0.39  4.86
4730 300.13  -0.36  1.33
4731 300.13  -0.36  1.73
4732 298.98  11.23  4.82
4733 210.06  84.43  4.95
4734 298.78  13.76  6.26
4735 296.99  29.76  5.55
4736 300.28  -1.04  6.00
4737 199.63  84.46  4.36
4738 214.72  84.55  5.00
4739 299.84   3.74  5.50
4740 125.67  45.06  6.24
4741 284.96  70.65  6.37
4742 294.80  45.87  6.35
4743 299.10  12.47  3.91
4744 300.43  -1.58  6.04
4745 129.89  61.09  5.70
4746 291.87  57.75  6.22
4747 300.22   0.96  6.22
4748 298.05  23.61  5.44
4749 299.75   6.33  6.15
4750 221.68  84.83  6.54
4751 225.26  84.78  6.65
4752 225.22  84.82  5.29
4753 243.07  84.20  5.48
4754 299.95   6.22  5.80
4755 298.64  20.96  6.02
4756 263.27  82.04  5.69
4757 295.48  46.05  2.95
4758 294.98  49.15  6.35
4759 296.71  38.92  5.63
4760 128.32  58.50  5.35
4761 130.89  65.26  6.21
4762 128.18  58.14  6.08
4763 300.17   5.65  1.63
4764 300.18   5.68  6.42
4765 125.75  47.81  4.95
4766 240.93  84.74  5.46
4767 129.94  63.77  6.21
4768 300.42   3.35  5.48
4769 301.50 -10.18  5.88
4770 288.31  69.90  6.05
4771 300.76  -0.72  5.95
4772 293.74  57.47  6.19
4773 301.46  -9.32  3.87
4774 298.21  30.16  6.46
4775 296.19  46.42  4.31
4776 295.99  48.76  5.74
4777 287.63  72.62  6.26
4778 297.13  42.88  6.26
4779 296.18  49.81  5.58
4780 247.20  85.07  6.29
4781 295.66  53.17  5.48
4782 300.05  12.87  6.38
4783 153.97  82.78  5.42
4784 153.19  82.68  6.24
4785 136.10  75.32  4.26
4786 297.87  39.31  2.65
4787 125.21  47.26  3.87
4788 299.80  18.10  5.77
4789 262.15  84.14  4.81
4790 301.05   0.97  6.22
4791 278.83  80.48  6.56
4792 278.86  80.48  5.02
4793 266.81  83.58  5.85
4794 299.75  21.75  5.13
4795 125.02  47.04  4.94
4796 299.72  22.91  5.80
4797 298.04  42.20  6.20
4798 301.66  -6.30  2.69
4799 296.26  56.85  5.87
4800 126.49  57.54  5.50
4801 283.77  79.42  5.68
4802 300.59  14.27  3.86
4803 299.17  35.63  5.45
4804 302.14 -12.52  6.49
4805 294.73  65.94  6.33
4806 301.71  -4.35  6.25
4807 295.32  64.53  5.71
4808 293.68  69.63  7.08
4809 298.71  44.52  6.00
4810 299.77  32.37  5.89
4811 132.88  76.01  6.37
4812 270.09  84.72  6.38
4813 297.70  54.75  4.66
4814 301.78  -3.67  6.26
4815 277.43  83.32  5.46
4816 138.51  80.81  6.45
4817 300.53  22.83  4.64
4818 301.12  16.69  5.84
4819 301.26  13.88  2.17
4820 302.10  -6.55  6.33
4821 299.10  49.78  6.08
4822 299.10  49.78  5.98
4823 301.73   3.16  4.93
4824 294.55  73.14  6.19
4825 297.85  61.33  3.65
4826 297.85  61.33  3.68
4827 299.84  43.06  6.03
4828 294.88  72.96  4.88
4829 296.18  69.55  5.59
4830 301.96  -0.20  5.31
4831 301.43  14.03  4.66
4832 301.72   6.90  6.08
4833 124.87  54.38  6.07
4834 301.77   6.68  6.00
4835 301.90   3.95  6.40
4836 301.28  22.67  6.44
4837 298.88  61.23  5.93
4838 301.25  26.50  6.39
4839 300.95  34.52  5.48
4840 124.73  55.94  6.38
4841 302.35  -5.97  6.16
4842 302.23   1.88  4.69
4843 127.22  72.97  6.33
4844 302.45  -5.24  3.05
4845 128.81  77.78  5.95
4846 126.45  71.65  4.99
4847 298.61  70.50  5.22
4848 302.23   6.38  4.65
4849 298.79  72.38  5.67
4850 301.81  29.55  5.86
4851 296.68  79.39  5.12
4852 123.29  36.50  6.40
4853 302.46   3.18  1.25
4854 299.90  68.80  6.34
4855 299.00  74.80  6.07
4856 301.18  56.56  6.26
4857 301.91  38.01  6.44
4858 300.70  66.43  6.41
4859 123.74  54.34  5.89
4860 302.12  35.27  5.66
4861 299.63  76.40  6.56
4862 302.80  -9.11  5.55
4863 123.53  50.33  5.43
4864 288.28  87.64  6.31
4865 300.20  76.98  5.70
4866 124.18  68.66  6.27
4867 123.56  56.81  5.85
4868 302.78   2.47  6.75
4869 171.10  89.36  5.78
4870 303.01 -22.25  5.46
4871 302.74  14.41  6.24
4872 302.86  10.08  5.73
4873 299.36  85.73  6.43
4874 302.75  28.87  4.91
4875 124.31  79.61  5.89
4876 302.91   2.54  5.72
4877 302.91  52.53  6.41
4878 303.04  65.93  6.02
4879 303.04  23.19  5.98
4880 303.05  14.78  6.33
4881 303.08  36.13  6.15
4882 303.08   9.04  6.24
4883 114.93  89.58  4.94
4884 303.98  79.94  6.32
4885 303.17   7.92  5.93
4886 304.22  78.99  6.30
4887 303.17   2.54  5.76
4888 303.22  13.93  4.33
4889 303.34  22.69  4.27
4890 303.23   2.49  5.90
4891 303.79  59.32  6.11
4892 123.01  33.71  5.85
4893 123.01  33.72  5.28
4894 307.21  84.10  4.90
4895 303.32   4.44  6.58
4896 303.98  58.64  6.44
4897 303.35   3.72  4.62
4898 303.36   5.69  4.03
4899 303.37   5.70  5.17
4900 305.23  75.28  6.25
4901 304.06  51.22  6.00
4902 304.14  53.33  4.79
4903 303.61  18.72  5.89
4904 117.74  83.57  6.26
4905 122.18  61.16  1.77
4906 303.69  19.95  5.47
4907 303.33  -9.32  5.93
4908 303.55   6.03  5.32
4909 121.20  69.92  5.84
4910 305.53  66.25  3.38
4911 304.52  47.53  6.17
4912 304.34  36.40  6.62
4913 303.83  11.66  5.16
4914 118.31  78.77  5.60
4915 118.29  78.77  2.90
4916 122.26  51.68  5.24
4917 121.36  63.01  5.82
4918 304.78  40.10  6.31
4919 119.92  70.92  6.12
4920 313.41  80.13  4.78
4921 306.92  59.00  5.79
4922 305.11  29.33  6.02
4923 303.80  -8.69  3.62
4924  95.60  85.86  4.90
4925 307.43  59.42  5.99
4926 317.04  80.99  6.20
4927 122.32  41.65  6.01
4928 121.60  50.51  5.32
4929 316.09  79.75  5.96
4930 303.87  -8.63  6.03
4931 120.30  60.71  4.93
4932 312.34  73.63  2.83
4933 304.95  13.30  4.85
4934 121.00  53.48  6.00
4935 306.83  42.20  5.58
4936 120.31  57.35  6.53
4937 308.99  59.06  6.59
4938 305.64  21.61  6.26
4939 305.13  10.70  6.43
4940 305.47  14.34  4.71
4941 305.97  21.19  5.59
4942 305.49  12.89  4.27
4943 104.46  80.81  5.25
4944 304.94   2.95  5.99
4945 114.85  71.63  5.63
4946 333.39  83.13  5.99
4947 306.44  26.91  6.54
4948  64.11  86.23  6.54
4949 340.64  84.36  5.60
4950 121.57  44.07  6.31
4951 305.37   9.34  5.71
4952 304.67  -2.49  5.51
4953 119.88  55.00  6.14
4954  41.94  86.47  4.80
4955 309.50  51.92  5.19
4956  40.56  86.32  6.19
4957 310.07  53.65  5.55
4958 308.19  39.57  4.95
4959 310.25  53.08  6.32
4960 317.53  72.39  5.78
4961 310.31  52.28  5.94
4962 326.33  78.88  5.91
4963 311.42  57.03  4.38
4964 103.61  79.01  6.02
4965 305.95  10.19  6.06
4966 304.69  -7.14  5.91
4967 105.55  77.97  6.28
4968 327.96  79.49  5.22
4969 327.96  79.49  5.22
4970 306.83  20.49  5.79
4971 105.17  77.98  5.91
4972 305.23  -0.52  6.33
4973 306.77  19.35  5.25
4974 119.22  54.77  6.54
4975 305.55   2.85  4.60
4976 304.12 -15.63  5.85
4977 305.09  -3.44  5.90
4978 308.53  36.10  6.50
4979 307.43  24.89  4.85
4980 305.63   2.94  6.16
4981 310.12  46.39  5.04
4982 307.12  20.00  6.22
4983  43.33  85.40  4.26
4984   2.47  84.52  6.33
4985 306.48  12.02  5.89
4986 321.61  73.66  5.77
4987 334.19  80.31  6.53
4988 305.89   4.06  5.89
4989 305.87   3.64  4.92
4990 310.15  43.74  6.28
4991 307.29  19.54  6.16
4992 334.87  80.22  6.11
4993 305.18  -5.13  4.80
4994 305.03  -6.90  6.37
4995 310.21  42.62  5.33
4996 306.86  13.74  5.89
4997 104.83  76.18  4.92
4998 322.99  73.30  5.67
4999 308.26  26.26  6.19
5000 305.59  -2.40  6.07
5001 310.77  42.56  5.22
5002 305.47  -4.04  4.87
5003 120.66  44.23  6.59
5004 104.57  75.40  5.79
5005 315.84  60.85  6.68
5006 309.26  31.05  5.10
5007 339.43  80.12  6.45
5008 307.82  18.65  5.84
5009 121.85  36.61  6.25
5010 342.33  80.67  6.45
5011 322.80  71.31  5.22
5012 305.11  -9.28  6.04
5013 328.35  75.26  5.33
5014 316.69  61.50  6.37
5015 320.14  67.46  4.80
5016 307.25  11.36  6.19
5017 102.73  75.52  4.73
5018 119.46  48.55  6.20
5019 311.88  44.10  4.74
5020 311.10  39.26  3.00
5021 319.73  65.66  6.62
5022  84.77  80.93  5.82
5023 111.85  66.87  5.15
5024 306.60   2.89  6.18
5025  88.19  80.06  6.02
5026 307.41   9.87  5.48
5027 307.08   6.83  6.02
5028 309.42  25.79  2.75
5029 308.17  15.69  5.77
5030 305.37  -9.42  6.05
5031 320.32  64.82  6.26
5032 100.09  75.67  5.60
5033 312.61  42.82  6.21
5034 306.70   1.67  6.18
5035 306.71   1.65  4.53
5036 307.73  10.40  5.83
5037 320.35  63.93  5.69
5038 308.36  14.60  6.16
5039 308.31  13.98  6.38
5040 322.72  66.84  5.87
5041 306.42  -1.88  4.53
5042 305.17 -12.16  5.05
5043 310.53  29.21  6.22
5044 313.50  44.49  5.37
5045 104.70  72.12  6.35
5046 308.29  12.71  6.48
5047 317.64  57.03  5.89
5048 306.56  -1.85  5.31
5049 305.80  -7.95  5.67
5050 318.08  56.73  5.75
5051 305.34 -11.99  6.63
5052  90.25  77.95  6.07
5053 332.35  73.39  6.44
5054 113.11  61.58  2.27
5055 113.11  61.58  3.95
5056 316.11  50.84  0.98
5057  11.48  81.73  5.78
5058 310.14  22.63  5.09
5059 320.78  60.47  5.97
5060 310.04  20.88  5.69
5061 308.91  13.31  6.31
5062 112.77  61.47  4.01
5063 308.92  13.07  6.28
5064 316.18  49.25  5.25
5065 310.31  22.20  6.40
5066 306.19  -6.99  6.20
5067 105.14  69.88  5.88
5068 315.45  46.02  4.76
5069 306.95  -2.10  6.11
5070 116.41  53.43  6.50
5071 308.99  11.26  5.06
5072 337.69  74.11  4.98
5073 119.27  44.49  5.79
5074 116.77  51.96  6.66
5075 116.75  51.98  7.04
5076 110.49  63.49  6.34
5077  95.99  74.40  6.47
5078 322.16  60.09  6.43
5079 108.77  65.52  6.80
5080 314.22  38.75  4.97
5081 333.33  71.42  5.65
5082 305.25 -14.88  6.48
5083 108.68  65.36  6.43
5084 303.91 -23.01  5.58
5085 114.52  56.57  5.40
5086 329.33  68.05  6.17
5087 328.11  66.98  6.51
5088 320.03  55.10  6.09
5089 311.22  22.83  3.88
5090 313.60  33.93  6.47
5091 120.71  38.33  5.77
5092 311.62  23.79  6.16
5093 307.27  -3.12  6.37
5094 316.15  43.10  6.01
5095 320.78  55.21  4.69
5096  96.97  72.96  6.08
5097 313.74  33.31  5.69
5098 313.54  32.46  6.45
5099 317.47  46.34  5.55
5100 319.44  51.37  5.21
5101 320.76  54.23  6.68
5102  18.61  80.28  6.11
5103 310.29  13.98  6.33
5104 313.24  28.69  6.44
5105 328.27  64.41  4.94
5106 318.87  48.32  5.91
5107 325.25  60.39  3.37
5108  88.07  75.29  6.37
5109 110.49  60.74  5.60
5110  83.33  76.41  4.98
5111 322.71  55.77  5.73
5112 104.99  66.59  4.70
5113 308.33   0.70  5.63
5114 336.59  70.14  6.49
5115 305.94 -13.09  6.34
5116  98.48  70.79  6.84
5117 313.47  27.47  6.50
5118 311.52  17.97  5.98
5119 306.91  -7.94  6.10
5120 315.38  35.28  5.78
5121 311.13  15.71  5.90
5122 309.03   3.90  6.42
5123  21.68  79.45  5.74
5124 309.26   4.67  6.01
5125 306.94  -8.30  6.59
5126 104.68  66.01  6.49
5127  78.96  76.61  4.82
5128 315.08  32.19  5.83
5129 345.58  73.18  6.52
5130 308.14  -2.20  5.79
5131 119.65  40.30  6.57
5132 310.19   8.72  2.30
5133 105.56  64.82  6.48
5134 310.89  12.17  6.00
5135 312.92  22.19  6.27
5136 312.88  21.88  5.60
5137 356.46  75.91  6.48
5138 339.90  70.08  5.57
5139 117.72  45.42  5.50
5140 309.46   3.44  5.38
5141 310.25   7.60  5.01
5142 107.04  62.70  5.46
5143  55.83  78.65  6.21
5144   3.08  76.64  5.75
5145  40.68  79.06  6.23
5146 317.55  38.00  6.59
5147 314.80  28.11  6.05
5148 104.46  64.82  6.32
5149  13.26  77.84  5.62
5150 323.42  52.16  5.01
5151 309.98   5.40  6.00
5152 311.19  11.25  6.41
5153 110.18  58.69  6.29
5154 108.18  61.01  4.66
5155 313.20  20.44  5.98
5156 337.96  67.74  6.16
5157 313.20  19.76  5.98
5158 311.35  10.99  6.47
5159 332.78  63.38  5.36
5160  90.49  72.09  6.30
5161  71.71  76.51  5.98
5162 114.42  51.47  5.85
5163 326.12  54.99  6.51
5164  15.32  77.35  6.13
5165 321.03  44.82  5.60
5166 317.81  35.83  6.21
5167 317.84  35.18  5.81
5168 315.86  28.46  4.23
5169 104.91  63.19  6.02
5170 321.56  45.14  6.19
5171 309.30  -0.41  6.51
5172 311.63  10.50  4.65
5173 323.16  48.29  5.51
5174 315.28  25.29  5.15
5175 312.02  11.63  5.91
5176 312.04  11.55  5.45
5177 107.97  59.66  6.50
5178 324.99  50.76  6.05
5179  87.52  72.06  5.87
5180  81.11  73.84  5.94
5181 321.28  43.01  5.43
5182  29.48  77.55  5.95
5183 337.86  65.38  6.33
5184 119.56  38.73  5.91
5185 358.95  73.88  4.50
5186  80.90  73.71  5.50
5187 106.38  60.89  5.70
5188 305.09 -20.06  5.95
5189 315.87  25.72  6.53
5190 314.41  19.89  3.41
5191 100.69  65.32  1.86
5192 316.32  26.91  4.19
5193 314.24  19.12  3.04
5194 308.23  -7.15  5.75
5195  54.35  76.88  5.62
5196 321.93  42.57  4.97
5197 318.07  32.06  6.18
5198 315.03  21.58  6.44
5199  82.66  72.77  7.40
5200 355.81  72.40  4.07
5201  12.25  75.49  4.91
5202 321.42  40.84  6.53
5203 121.01  34.18  5.98
5204  74.14  74.42  6.38
5205 338.54  64.21  6.01
5206 313.53  14.73  5.77
5207 312.14   8.97  5.25
5208 316.24  24.88  6.35
5209 319.96  36.49  6.45
5210 317.28  28.19  4.56
5211 317.28  28.19  6.06
5212 317.74  29.50  6.12
5213 111.06  54.27  5.96
5214  67.50  75.13  6.65
5215  67.10  75.16  5.87
5216 108.83  56.94  6.46
5217 312.25   8.37  5.89
5218 308.92  -5.52  5.71
5219  66.10  75.14  4.74
5220 349.54  69.32  6.04
5221 317.93  29.14  4.73
5222 316.88  25.52  5.54
5223 313.84  14.42  6.10
5224 317.06  25.84  6.19
5225   3.30  73.05  5.70
5226 112.77  51.21  4.65
5227 114.79  47.86  6.40
5228 319.27  32.30  6.04
5229  42.88  76.28  5.90
5230 312.77   9.49  5.71
5231 314.07  14.19  2.55
5232 333.47  57.57  5.15
5233 328.80  51.59  6.19
5234 312.44   7.54  6.14
5235   5.30  73.03  2.68
5236 312.32   6.98  6.00
5237 318.73  29.61  6.51
5238 103.76  61.01  5.70
5239 314.39  14.83  5.83
5240 306.44 -16.19  6.09
5241 310.19  -1.75  4.71
5242 309.74  -3.82  6.20
5243 355.12  70.09  6.16
5244 336.53  59.61  5.91
5245  56.03  75.11  6.32
5246 322.14  37.37  6.14
5247  38.12  75.54  5.01
5248 315.98  19.07  3.83
5249 315.29  16.45  3.87
5250 321.66  35.45  5.15
5251 313.86  11.06  5.91
5252 311.06   0.30  6.49
5253 309.85  -4.33  5.97
5254 357.75  69.98  6.00
5255  17.02  73.78  5.76
5256 109.61  53.90  6.37
5257 322.04  35.31  5.77
5258 333.84  55.17  6.40
5259 317.12  20.72  6.13
5260 315.60  15.53  4.34
5261 307.22 -14.54  5.50
5262 348.38  65.40  5.99
5263  37.90  74.51  6.23
5264 339.22  59.38  4.26
5265 321.70  32.84  5.48
5266 312.87   5.26  5.92
5267 311.77   1.25  0.61
5268 320.29  28.76  6.18
5269 317.16  19.45  6.11
5270 350.17  65.80  6.20
5271  90.56  66.67  6.27
5272 324.15  37.45  6.30
5273 352.46  66.45  6.30
5274 347.39  64.00  6.26
5275 343.99  61.85  6.24
5276 334.07  53.03  6.39
5277 327.95  44.32  6.28
5278 313.63   6.65  6.17
5279 308.00 -12.75  6.02
5280  98.11  62.57  6.15
5281 312.26   1.79  6.42
5282 113.63  47.16  6.34
5283 341.25  59.61  6.28
5284 327.46  42.99  6.56
5285 317.73  19.54  4.36
5286 317.15  17.71  6.20
5287 323.00  33.25  3.27
5288 319.46  24.08  2.06
5289 311.46  -1.62  6.40
5290 332.12  49.24  5.46
5291 110.52  50.96  3.65
5292 312.70   2.12  6.34
5293 309.55  -8.46  6.05
5294 317.52  17.20  6.17
5295 309.77  -7.91  6.06
5296 315.12   9.51  6.00
5297 314.58   7.65  4.75
5298 332.20  48.08  6.47
5299  85.26  67.26  5.27
5300  94.58  63.23  5.25
5301 329.16  42.49  4.91
5302 105.75  55.14  6.46
5303 306.43 -18.73  4.91
5304  30.82  72.18  4.83
5305 116.34  41.55  6.45
5306 307.57 -15.57  6.47
5307 342.99  57.87  6.43
5308 314.98   7.28  5.56
5309 325.54  34.93  6.34
5310  54.36  71.95  6.11
5311 314.73   6.35  6.11
5312 324.34  32.21  5.08
5313 344.43  58.61  5.01
5314 324.74  32.77  6.24
5315 333.51  47.70  4.19
5316 314.13   3.96  5.07
5317 341.52  55.74  5.91
5318 319.14  18.40  5.61
5319 315.33   7.33  6.39
5320 311.26  -5.10  5.75
5321 117.67  38.78  4.82
5322 337.22  51.32  6.36
5323   0.78  66.03  5.54
5324 324.02  30.14  6.08
5325 318.20  15.36  6.31
5326 313.42   1.21  6.39
5327 305.94 -20.53  6.42
5328  96.46  60.92  6.69
5329  96.46  60.91  4.54
5330 356.00  64.00  5.29
5331 346.51  58.96  6.45
5332 329.44  40.31  5.43
5333  21.95  70.38  6.39
5334 112.88  46.09  5.24
5335  78.52  67.73  6.24
5336 306.93 -17.95  5.06
5337 322.67  26.36  6.55
5338 337.75  51.07  4.08
5339 305.68 -21.31  4.32
5340  15.14  69.11 -0.04
5341 337.36  50.49  6.44
5342 340.32  53.39  6.15
5343  14.49  68.90  5.98
5344 329.69  39.80  6.22
5345  97.00  60.16  6.58
5346  17.70  69.32  6.25
5347  73.94  68.33  6.38
5348 323.14  26.22  6.54
5349 313.35  -0.20  5.23
5350  95.23  60.96  4.75
5351  86.97  64.67  4.18
5352   6.61  66.76  5.80
5353 337.18  49.49  6.47
5354 318.48  14.14  3.55
5355 330.06  39.52  5.90
5356 326.53  33.01  5.87
5357 321.83  22.62  5.94
5358 315.05   4.38  4.33
5359 333.40  44.25  4.52
5360  94.87  60.88  6.20
5361  62.73  69.76  4.81
5362 319.69  16.91  5.56
5363  89.83  63.20  6.32
5364 319.01  14.88  4.77
5365   2.76  65.08  5.41
5366 342.25  53.74  5.14
5367 321.72  21.71  4.05
5368 344.97  55.88  6.19
5369  70.98  68.36  6.86
5370   9.59  66.86  4.86
5371 314.64   2.33  4.92
5372  99.05  58.02  6.53
5373  70.85  68.19  6.33
5374  47.84  70.32  6.44
5375 318.20  11.83  6.09
5376 323.33  24.46  5.56
5377 317.43   9.50  6.02
5378 321.57  20.02  4.42
5379 311.48  -6.89  5.61
5380 316.64   7.22  6.00
5381 326.60  30.87  4.77
5382 312.26  -5.02  6.36
5383 335.82  45.20  6.21
5384 347.17  56.02  6.27
5385 356.56  61.33  6.86
5386 356.56  61.33  5.12
5387  33.14  69.39  6.22
5388 356.48  61.08  5.95
5389 308.60 -14.95  6.07
5390 328.45  33.40  5.32
5391 312.52  -4.75  5.85
5392 353.10  59.33  5.10
5393 336.23  45.09  6.49
5394 356.35  60.92  6.19
5395 319.92  14.50  4.56
5396 319.87  14.35  4.35
5397 331.22  37.68  6.61
5398 321.06  17.19  6.32
5399 327.67  31.45  6.48
5400 322.14  19.41  6.35
5401 319.75  13.59  5.83
5402  68.67  67.34  6.27
5403 315.11   1.35  6.45
5404  93.84  59.65  4.05
5405  18.06  66.82  5.39
5406 341.39  49.45  6.17
5407 326.95  28.83  4.97
5408 312.20  -6.66  5.83
5409 345.22  52.51  4.81
5410 341.13  48.62  5.42
5411  74.26  65.88  6.63
5412 320.55  14.15  5.50
5413 318.95  10.25  5.37
5414  41.69  68.52  7.62
5415  41.69  68.51  7.12
5416  62.79  67.57  6.10
5417 322.51  18.21  6.39
5418 348.95  54.66  5.94
5419 323.38  20.01  5.97
5420  90.16  60.64  5.59
5421 316.44   3.31  6.93
5422  51.15  68.13  6.06
5423  75.46  65.16  6.35
5424 353.97  57.44  6.02
5425 318.93   9.25  4.42
5426 317.30   5.00  5.87
5427 318.19   7.14  5.87
5428 327.47  27.27  6.09
5429  47.29  67.80  3.58
5430 115.39  39.99  4.25
5431 322.56  16.83  6.60
5432 315.57   0.28  6.40
5433  37.58  67.54  6.01
5434  26.51  66.57  5.92
5435  67.26  66.17  3.03
5436 105.61  50.47  6.09
5437 102.58  52.76  6.27
5438 333.37  36.25  6.50
5439 323.05  17.25  5.87
5440 322.77  16.67  2.31
5441  63.89  66.37  6.43
5442  96.99  56.34  5.76
5443 312.69  -7.10  6.04
5444 321.20  12.87  5.55
5445  52.82  67.13  6.33
5446 324.04  18.93  6.13
5447  45.62  67.20  4.46
5448  62.91  66.22  6.03
5449 323.84  18.35  5.74
5450 321.41  12.90  5.41
5451  98.69  54.95  6.48
5452  88.15  60.21  5.74
5453 320.13   9.86  4.05
5454  29.44  66.05  6.38
5455 339.35  42.97  6.20
5456 324.76  19.51  6.02
5457 321.52  12.36  6.07
5458 320.52  10.10  6.39
5459 315.78  -0.71 -0.01
5460 315.78  -0.71  1.33
5461 317.63   3.29  6.30
5462  18.81  63.90  5.91
5463 314.34  -4.59  3.19
5464  77.43  62.89  5.70
5465 316.91   1.23  6.22
5466 326.50  21.67  5.67
5467  94.17  56.73  5.85
5468  78.76  62.42  5.39
5469 321.61  11.44  2.30
5470 308.49 -17.45  3.83
5471 325.90  20.10  4.00
5472  27.15  64.75  6.10
5473  10.34  61.10  5.91
5474 329.23  26.24  6.37
5475  15.64  62.54  4.94
5476  15.64  62.54  5.88
5477  10.80  61.12  4.83
5478  10.80  61.12  4.43
5479 117.41  36.35  6.26
5480   2.05  57.76  4.86
5481   7.46  59.86  5.56
5482 315.50  -2.81  5.36
5483  25.53  64.15  6.38
5484 332.75  31.32  5.73
5485 327.48  22.29  4.05
5486 317.32   1.19  6.11
5487 346.55  47.54  3.88
5488 318.57   3.78  6.10
5489 327.73  22.15  4.92
5490  38.00  65.06  4.81
5491 304.24 -25.68  6.48
5492 102.09  51.16  6.25
5493  70.09  63.30  5.73
5494 322.30  11.06  5.74
5495 320.20   6.57  5.21
